Whole Person Physiome Table for Connective-Tissue system: Fascia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author Name(s):,Minyan Zhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Author ORCID(s):,0000-0002-1868-3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer Name(s):,Rebecca Wells,Katalin Susztak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reviewer ORCID(s):,0000-0002-6988-4102,0000‑0002‑1005‑3726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Publication(s):,"Fascia: The Tensional Network of the Human Body (2e, 2018)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data DOI:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:,11/25/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version Number:,v1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"List physiological functions as a hierarchy, starting with the body system in Function/1 (this should be the same as the table name), a major life function in Function/2, and more specific functions in subsequent columns. Add more columns if needed. Place limited explanatory text if needed in Function/Notes. Each function should include a ID from Gene Ontology (GO) if possible or another standard ontology. The LABEL column is the label for that ID as it appears in that ontology.",,,,,,,,,,,,,,,,,,,,,,,,,"Provide a very brief description (a few words) of the specific processes that occur during the corresponding function (e.g., a chemical reaction, physical change, feedback loop, etc.) in the Process column. Enter whether the Effector is a cell, tissue, or organ. Provide the anatomical location of the Effector in EffectorLocation along with the associated UBERON ID, if avaialble. Enter the Effector and its UBERON ID in the following columns. See Glossary for detailed instructions on tabulating the Signal, Effect, Behavior, Behavior X, Behavior Y, and X Target columns.",,,,,,,,,,,,,,"Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the signal scale category for this process: autocrine, paracrine, intra-organ, circulatory, systemic","Indicate the time scale category for this process: milliseconds, seconds, minutes, hours, days, weeks, years.","OPTIONAL FOR NOW. List clinical measures, such as laboratory tests, vital signs, or radiology studies, related to the physiological function. These columns are simple lists and are NOT hierarchical. Include an ID for the measurement, such as a LOINC code, if known. Add more columns if needed.",,,,,,,,,,,,"OPTIONAL FOR NOW. List other interacting physiological functions. These columns are simple lists and NOT hierarchical. Add more columns if needed. For the LABEL and ID columns, use Gene Ontology (GO) if possible.",,,,,,,,,,,,"REQUIRED. Enter references in support of the information on this row. The ID column should include a standard identifier, such as a DOI or ISBN. The optional CHAPTER column should be used to list the relevant chapters in a book. The optional NOTES column can be used to clarify which part of the row the reference is for, such as a reference about the anatomical structures involved in the function rather than the interactions. Add more sets of reference columns if needed, making sure to include the ID column.",,,,,,,,,,,
Function/1,Function/1/LABEL,Function/1/ID,Function/2,Function/2/LABEL,Function/2/ID,Function/3,Function/3/LABEL,Function/3/ID,Function/4,Function/4/LABEL,Function/4/ID,Function/5,Function/5/LABEL,Function/5/ID,Function/6,Function/6/LABEL,Function/6/ID,Function/7,Function/7/LABEL,Function/7/ID,Function/8,Function/8/LABEL,Function/8/ID,Function/Notes,Process,EffectorScale,EffectorLocation,EffectorLocation/LABEL,EffectorLocation/ID,Effector,Effector/LABEL,Effector/ID,Signal,Effect,Behavior,Behavior X,Behavior Y,EffectParameters (quantitative values),SignalScale,EffectScale,TimeScale,ClinicalMeasure/1,ClinicalMeasure/1/LABEL,ClinicalMeasure/1/ID,ClinicalMeasure/2,ClinicalMeasure/2/LABEL,ClinicalMeasure/2/ID,ClinicalMeasure/3,ClinicalMeasure/3/LABEL,ClinicalMeasure/3/ID,ClinicalMeasure/4,ClinicalMeasure/4/LABEL,ClinicalMeasure/4/ID,Interaction/1,Interaction/1/LABEL,Interaction/1/ID,Interaction/2,Interaction/2/LABEL,Interaction/2/ID,Interaction/3,Interaction/3/LABEL,Interaction/3/ID,Interaction/4,Interaction/4/LABEL,Interaction/4/ID,REF/1,REF/1/ID,REF/1/CHAPTER,REF/1/NOTES,REF/2,REF/2/ID,REF/2/CHAPTER,REF/2/NOTES,REF/3,REF/3/ID,REF/3/CHAPTER,REF/3/NOTES
Extracellular matrix,extracellular matrix,GO:0031012,ECM mechanics and fibroblast mechanosensing,specialized extracellular matrix,GO:0140047,Protect cells yet transmit cues and enable adaptation,cell-cell signaling ,GO:0007267 ,,,,,,,,,,,,,,,,,"ECM resists external loads while fibroblasts sense stiffness via integrins and discoidin receptors, adapting ECM production and degradation in response to load",Tissue,"Load-bearing ECM (tendon, fascia, cartilage, bone)",fascia,UBERON:0008982,"Load-bearing ECM (tendon, fascia, cartilage, bone)",fascia,UBERON:0008982,,does,induction of X,external loads resistance,,,,Tissue,days,Elastography,US.elastography Lung,92678-2, mechanical testing,,, cell spreading and focal adhesion assays (research),,,,,,fibroblast–ECM mechanosensing interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,ECM mechanics and fibroblast mechanosensing,specialized extracellular matrix,GO:0140047,Protect cells yet transmit cues and enable adaptation,cell-cell signaling ,GO:0007267 ,,,,,,,,,,,,,,,,,"ECM resists external loads while fibroblasts sense stiffness via integrins and discoidin receptors, adapting ECM production and degradation in response to load",Cell,"Load-bearing ECM (tendon, fascia, cartilage, bone)",fascia,UBERON:0008982,Fibroblast,fibroblast,CL:0000057,,does,X sensation,stiffness ,,,,Tissue,days,Elastography,US.elastography Lung,92678-2, mechanical testing,,, cell spreading and focal adhesion assays (research),,,,,,fibroblast–ECM mechanosensing interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,ECM mechanics and fibroblast mechanosensing,specialized extracellular matrix,GO:0140047,Protect cells yet transmit cues and enable adaptation,cell-cell signaling ,GO:0007267 ,,,,,,,,,,,,,,,,,"ECM resists external loads while fibroblasts sense stiffness via integrins and discoidin receptors, adapting ECM production and degradation in response to load",Cell,"Load-bearing ECM (tendon, fascia, cartilage, bone)",fascia,UBERON:0008982,Fibroblast,fibroblast,CL:0000057,,does,induction of X,ECM production and degradation adaption,,,,Tissue,days,Elastography,US.elastography Lung,92678-2, mechanical testing,,, cell spreading and focal adhesion assays (research),,,,,,fibroblast–ECM mechanosensing interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"Loss of ECM architecture activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Fibroblast,fibroblast,CL:0000057,Loss of ECM architecture,increases,X differentiation to Y,Fibroblast,Myofibroblast,,Intra-organ (Tissue),Cell,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"Loss of ECM architecture activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Fibroblast,fibroblast,CL:0000057,Loss of ECM architecture,increases,X production of Y,Myofibroblast,collagens I and III and stress fibers,,Intra-organ (Tissue),Tissue,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"Loss of ECM architecture activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Fibroblast,fibroblast,CL:0000057,Loss of ECM architecture,increases,X formation,mechanoresistant scar tissue,,,Intra-organ (Tissue),Tissue,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"high ECM external load activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Fibroblast,fibroblast,CL:0000057,high ECM external load,increases,X differentiation to Y,Fibroblast,Myofibroblast,,Intra-organ (Tissue),Cell,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"high ECM external load activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Fibroblast,fibroblast,CL:0000057,high ECM external load,increases,X production of Y,Myofibroblast,collagens I and III and stress fibers,,Intra-organ (Tissue),Tissue,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Myofibroblast activation in repair and fibrosis,myofibroblast differentiation,GO:0036446,Strengthen ECM after injury and drive scar formation,wound healing ,GO:0042060,,,,,,,,,,,,,,,,,"high ECM external load activate fibroblasts into myofibroblasts that produce collagens I and III and stress fibers, forming mechanoresistant scar tissue",Cell,"Scar tissue in skin, heart, liver, lung",connective tissue,UBERON:0002384,Myofibroblast,myofibroblast cell,CL:0000186,high ECM external load,increases,X formation,mechanoresistant scar tissue,,,Intra-organ (Tissue),Tissue,weeks,Scar thickness and stiffness on imaging,,, organ function tests,,, serum fibrosis markers,,,,,,TGF-β1–myofibroblast activation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Chronic fibrosis progression,,,Replace functional parenchyma with stiff scar,negative regulation of wound healing,GO:0061045,,,,,,,,,,,,,,,,,"Persistent damage maintains myofibroblasts, which progressively replace functional organ tissue with stiff fibrotic ECM",Cell,"Fibrotic organ (e.g., liver, lung, myocardium)",organ,UBERON:0000062,Myofibroblast,myofibroblast cell,CL:0000186,Persistent damage,increases,X replacement of Y,stiff fibrotic ECM,functional organ tissue,,Intra-organ (Tissue),Intra-organ,years,"Fibrosis scores on imaging (FibroScan, HRCT)",,, decline in organ-specific function tests,,,,,,,,,chronic-fibrosis–parenchyma replacement interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
Extracellular matrix,extracellular matrix,GO:0031012,Chronic fibrosis progression,,,Replace functional parenchyma with stiff scar,negative regulation of wound healing,GO:0061045,,,,,,,,,,,,,,,,,"inadequate repair maintains myofibroblasts, which progressively replace functional organ tissue with stiff fibrotic ECM",Cell,"Fibrotic organ (e.g., liver, lung, myocardium)",organ,UBERON:0000062,Myofibroblast,myofibroblast cell,CL:0000186,inadequate repair ,increases,X replacement of Y,stiff fibrotic ECM,functional organ tissue,,Intra-organ (Tissue),Intra-organ,years,"Fibrosis scores on imaging (FibroScan, HRCT)",,, decline in organ-specific function tests,,,,,,,,,chronic-fibrosis–parenchyma replacement interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.3,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,pH regulation and influence on fascial tissue,regulation of pH,GO:0006885,Enhance fascial myofibroblast contraction in acidic environment,myofibroblast contraction,GO:1990764,,,,,,,,,,,,,,,,,Superficial fascia superfused with lactic-acid Krebs solution (pH 6.6) shows increased adenosine- or mepyramine-induced myofibroblast contraction; alkalosis has no effect,Tissue,Superficial fascia of lower back (rat),superficial fascia,UBERON:0011818,superficial fascia,superficial fascia,UBERON:0011818,acidification,increases,X contraction,Myofibroblast,,,Intra-organ (Tissue),Tissue,minutes,Local fascial stiffness and tenderness on palpation (clinical surrogate),,, tissue pH in research,,,,,,,,,local-acidosis–fascial-contractility interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,pH regulation and influence on fascial tissue,regulation of pH,GO:0006885,Sensitize fascial nociceptors in inflammatory acidosis,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,Inflammation with local tissue acidification upregulates substance P–positive nociceptive fibers in thoracolumbar fascia,Tissue,Thoracolumbar fascia,fascia,UBERON:0008982,Thoracolumbar fascia,fascia,UBERON:0008982,acidification,increases,X production,P–positive nociceptive fibers in thoracolumbar fascia,,,Intra-organ (Tissue),Tissue,days,Pain intensity scales,,, pressure pain threshold testing over fascia,,,,,,,,,inflammatory-acidosis–nociceptor interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Growth factors,response to growth factor,GO:0070848,Drive tendon and ligament adaptation to mechanical loading,response to osmotic stress,GO:0006970,,,,,,,,,,,,,,,,,"Mechanical loading induces expression of TGF-β1, CTGF, and IGF-I, which auto/paracrinely increase collagen I and III expression in fibroblasts",Tissue,Tendons and ligaments,tendon,UBERON:0000043,Tendons and ligaments,tendon,UBERON:0000043,Mechanical loading,increases,X expression ,"TGF-β1, CTGF, and IGF-I",,,Intra-organ (Tissue),Tissue,weeks,Ultrasound or MRI of tendon thickness,,, collagen turnover markers where available,,,,,,,,,growth-factor–tendon adaptation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Growth factors,response to growth factor,GO:0070848,Drive tendon and ligament adaptation to mechanical loading,response to osmotic stress,GO:0006970,,,,,,,,,,,,,,,,,"Mechanical loading induces expression of TGF-β1, CTGF, and IGF-I, which auto/paracrinely increase collagen I and III expression in fibroblasts",Tissue,Tendons and ligaments,tendon,UBERON:0000043,Tendons and ligaments,tendon,UBERON:0000043,"TGF-β1, CTGF, and IGF-I",increases,X expression of Y,Fibroblast,collagen I and III ,,autocrine,Tissue,weeks,Ultrasound or MRI of tendon thickness,,, collagen turnover markers where available,,,,,,,,,growth-factor–tendon adaptation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Growth factors,response to growth factor,GO:0070848,Drive tendon and ligament adaptation to mechanical loading,response to osmotic stress,GO:0006970,,,,,,,,,,,,,,,,,"Mechanical loading induces expression of TGF-β1, CTGF, and IGF-I, which auto/paracrinely increase collagen I and III expression in fibroblasts",Tissue,Tendons and ligaments,tendon,UBERON:0000043,Tendons and ligaments,tendon,UBERON:0000043,"TGF-β1, CTGF, and IGF-I",increases,X expression of Y,Myofibroblast,collagen I and III ,,paracrine,Tissue,weeks,Ultrasound or MRI of tendon thickness,,, collagen turnover markers where available,,,,,,,,,growth-factor–tendon adaptation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Growth factors,response to growth factor,GO:0070848,Preserve tendon mass during unloading compared with muscle,muscle tendon junction,GO:0005927,,,,,,,,,,,,,,,,,"Hindlimb suspension for 14 days causes marked soleus muscle atrophy but minimal changes in tendon mass and collagen I/III, TGF-β1, and CTGF expression",Tissue,Soleus tendon and muscle,infraspinatus tendon,UBERON:0012118,Soleus tendon and muscle,infraspinatus tendon,UBERON:0012118,Hindlimb suspension,increases,maintenance of X,"tendon mass and collagen I/III, TGF-β1, and CTGF expression",,,Intra-organ (Tissue),Tissue,weeks,MRI/ultrasound cross-sectional area of tendon and muscle,,, isometric strength testing,,,,,,,,,unloading–tendon preservation interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Sex hormones,response to steroid hormone,GO:0048545,Modulate fascial stiffness and nociceptor sensitization via estrogen,sensitization,GO:0046960,,,,,,,,,,,,,,,,,"Estrogen receptors in fascia, synovium, and ACL; physiological estradiol reduces collagen synthesis and fibroblast proliferation and may increase risk of ligament injury and myofascial pain",Cell,fascia,fascia,UBERON:0008982,Fibroblast,fibroblast,CL:0000057,Estradiol,decreases,X production,Collagen-synthesis,,,systemic,Tissue,weeks,Serum estradiol,,, joint laxity tests,,, ligament injury incidence,,,,,,estradiol–collagen synthesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Sex hormones,response to steroid hormone,GO:0048545,Modulate fascial stiffness and nociceptor sensitization via estrogen,sensitization,GO:0046960,,,,,,,,,,,,,,,,,"Estrogen receptors in fascia, synovium, and ACL; physiological estradiol reduces collagen synthesis and fibroblast proliferation and may increase risk of ligament injury and myofascial pain",Cell,fascia,fascia,UBERON:0008982,Fibroblast,fibroblast,CL:0000057,Estradiol,decreases,X production,fibroblast proliferation,,,systemic,Tissue,weeks,Serum estradiol,,, joint laxity tests,,, ligament injury incidence,,,,,,estradiol–collagen synthesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Sex hormones,response to steroid hormone,GO:0048545,Inhibit fibrosis and inflammatory activity via relaxin signaling,inflammatory response,GO:0006954,,,,,,,,,,,,,,,,,Relaxin via RXFP1 promotes collagen breakdown and protects against fibrosis,Organ,Dermis; lung; heart; kidney; fascia,connective tissue,UBERON:0002384,Fibroblast; myofibroblast,connective tissue cell,CL:0002320,Relaxin (H2 relaxin),decreases,induction of X,collagen breakdown,,,systemic,Intra-organ,weeks,"Organ fibrosis imaging (e.g., liver elastography)",,, skin thickness,,, experimental relaxin levels,,,,,,relaxin–antifibrotic interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Lactate,lactate metabolic process,GO:0006089,Enhance collagen production in wound healing,wound healing,GO:0042060,,,,,,,,,,,,,,,,,"Lactate increases collagen promoter activity and procollagen mRNA, stimulating collagen synthesis in fibroblasts",Tissue,Wound connective tissue,connective tissue,UBERON:0002384,Wound connective tissue,connective tissue,UBERON:0002384,Lactate,increases,X production of Y,Fibroblast,Collagen-synthesis,,Intra-organ (Tissue),Tissue,days,Wound tensile strength,,, histologic collagen deposition (research),,,,,,,,,lactate–collagen production interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Lactate,lactate metabolic process,GO:0006089,Promote angiogenesis in repair tissue via VEGF,angiogenesis,GO:0001525,,,,,,,,,,,,,,,,,"Lactate stimulates VEGF production in macrophages, enhancing angiogenesis in wounds",Tissue,Granulation tissue vasculature,granulation tissue,UBERON:0010211,Granulation tissue vasculature,granulation tissue,UBERON:0010211,Lactate,increases,X production of Y,Macrophages,VEGF,,Intra-organ (Tissue),Tissue,days,Capillary density in wound biopsy (research),,, perfusion imaging,,, wound healing scores,,,,,,lactate–angiogenesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
The influence of pH and other metabolic factors on fascial properties,connective tissue replacement,GO:0097709 ,Effect of metabolic factors and hormones on fascial function – Lactate,lactate metabolic process,GO:0006089,Promote angiogenesis in repair tissue via VEGF,angiogenesis,GO:0001525,,,,,,,,,,,,,,,,,"Lactate stimulates VEGF production in macrophages, enhancing angiogenesis in wounds",Tissue,Granulation tissue vasculature,granulation tissue,UBERON:0010211,Granulation tissue vasculature,granulation tissue,UBERON:0010211,Lactate,increases,X production,angiogenesis in wounds,,,Intra-organ (Tissue),Tissue,days,Capillary density in wound biopsy (research),,, perfusion imaging,,, wound healing scores,,,,,,lactate–angiogenesis interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.4,,,,,,,,,
 Fluid dynamics in fascial tissues ,fluid transport,GO:0042044 ,Properties of interstitial water,interstitial matrix,GO:0005614,Support ultrafast molecular rearrangements and interfacial structuring,extracellular matrix organization,GO:0030198,,,,,,,,,,,,,,,,,"Hydrogen bonds in water continuously break and reform, allowing transitions between low-density and high-density icosahedral states and formation of structured or liquid-crystalline water at interfaces",Tissue,Interstitial and interfacial water in ECM,lung connective tissue,UBERON:0000114,Interstitial and interfacial water in ECM,lung connective tissue,UBERON:0000114,,does,X structuring of Y,Water,Interfaces,,,Tissue,milliseconds,MRI or NMR-based tissue hydration measurements (research),,, indirect hydration status,,,,,,,,,interfacial-water–protein interaction,,,,,,,,,,,,"Fascia: The Tensional Network of the Human Body (2e, 2018)",978-0702071836,4.5,,,,,,,,,
